stop_id,line_id,machine_id,stop_type,start_time,end_time,duration_minutes,description,operator,resolved
6905,L2,M2-1,Attente_Materiel,2025-02-11 09:14:01.240844,2025-02-11 10:09:01.240844,55,Attente_Materiel sur M2-1,OP3,True
6906,L2,M2-3,Panne_Electrique,2025-02-11 13:19:01.240844,2025-02-11 14:05:01.240844,46,Panne_Electrique sur M2-3,OP10,True
6907,L2,M2-1,Panne_Mecanique,2025-02-11 12:47:01.240844,2025-02-11 13:28:01.240844,41,Panne_Mecanique sur M2-1,OP7,True
6908,L2,M2-1,Nettoyage,2025-02-11 17:18:01.240844,2025-02-11 17:54:01.240844,36,Nettoyage sur M2-1,OP13,True
6909,L3,M3-2,Panne_Electrique,2025-02-11 17:44:01.240844,2025-02-11 19:03:01.240844,79,Panne_Electrique sur M3-2,OP12,True
6910,L3,M3-2,Attente_Operateur,2025-02-11 05:42:01.240844,2025-02-11 06:00:01.240844,18,Attente_Operateur sur M3-2,OP5,True
6911,L3,M3-1,Nettoyage,2025-02-11 19:11:01.240844,2025-02-11 19:38:01.240844,27,Nettoyage sur M3-1,OP6,True
6912,L3,M3-1,Reglage,2025-02-11 17:23:01.240844,2025-02-11 17:51:01.240844,28,Reglage sur M3-1,OP2,True
6913,L3,M3-1,Nettoyage,2025-02-11 11:59:01.240844,2025-02-11 12:35:01.240844,36,Nettoyage sur M3-1,OP7,True
6914,L1,M1-3,Bourrage,2025-02-12 16:13:01.240844,2025-02-12 16:24:01.240844,11,Bourrage sur M1-3,OP14,True
6915,L1,M1-2,Changement_Format,2025-02-12 08:05:01.240844,2025-02-12 08:52:01.240844,47,Changement_Format sur M1-2,OP3,True
6916,L1,M1-1,Bourrage,2025-02-12 16:55:01.240844,2025-02-12 17:18:01.240844,23,Bourrage sur M1-1,OP5,True
6917,L1,M1-1,Probleme_Qualite,2025-02-12 06:17:01.240844,2025-02-12 07:19:01.240844,62,Probleme_Qualite sur M1-1,OP11,True
6918,L1,M1-3,Reglage,2025-02-12 13:36:01.240844,2025-02-12 13:41:01.240844,5,Reglage sur M1-3,OP5,True
6919,L1,M1-3,Attente_Materiel,2025-02-12 19:35:01.240844,2025-02-12 20:12:01.240844,37,Attente_Materiel sur M1-3,OP5,True
6920,L1,M1-2,Bourrage,2025-02-12 13:29:01.240844,2025-02-12 13:47:01.240844,18,Bourrage sur M1-2,OP10,True
6921,L1,M1-1,Bourrage,2025-02-12 16:17:01.240844,2025-02-12 16:29:01.240844,12,Bourrage sur M1-1,OP7,True
6922,L1,M1-3,Bourrage,2025-02-12 08:33:01.240844,2025-02-12 08:48:01.240844,15,Bourrage sur M1-3,OP14,True
6923,L2,M2-2,Reglage,2025-02-12 20:06:01.240844,2025-02-12 20:31:01.240844,25,Reglage sur M2-2,OP11,True
6924,L2,M2-1,Nettoyage,2025-02-12 14:52:01.240844,2025-02-12 15:20:01.240844,28,Nettoyage sur M2-1,OP11,True
6925,L2,M2-4,Changement_Format,2025-02-12 16:42:01.240844,2025-02-12 18:30:01.240844,108,Changement_Format sur M2-4,OP10,True
6926,L2,M2-1,Attente_Materiel,2025-02-12 10:38:01.240844,2025-02-12 11:26:01.240844,48,Attente_Materiel sur M2-1,OP3,True
6927,L2,M2-4,Maintenance_Preventive,2025-02-12 08:11:01.240844,2025-02-12 11:51:01.240844,220,Maintenance_Preventive sur M2-4,OP8,True
6928,L2,M2-3,Panne_Electrique,2025-02-12 15:48:01.240844,2025-02-12 16:56:01.240844,68,Panne_Electrique sur M2-3,OP10,True
6929,L2,M2-3,Panne_Mecanique,2025-02-12 10:20:01.240844,2025-02-12 13:19:01.240844,179,Panne_Mecanique sur M2-3,OP10,True
6930,L3,M3-2,Panne_Electrique,2025-02-12 19:26:01.240844,2025-02-12 20:20:01.240844,54,Panne_Electrique sur M3-2,OP5,True
6931,L3,M3-2,Nettoyage,2025-02-12 10:30:01.240844,2025-02-12 11:12:01.240844,42,Nettoyage sur M3-2,OP7,True
6932,L3,M3-2,Reglage,2025-02-12 20:12:01.240844,2025-02-12 20:34:01.240844,22,Reglage sur M3-2,OP10,True
6933,L3,M3-1,Attente_Materiel,2025-02-12 17:14:01.240844,2025-02-12 17:32:01.240844,18,Attente_Materiel sur M3-1,OP14,True
6934,L3,M3-2,Reglage,2025-02-12 15:06:01.240844,2025-02-12 15:11:01.240844,5,Reglage sur M3-2,OP1,True
6935,L1,M1-2,Panne_Mecanique,2025-02-13 14:35:01.240844,2025-02-13 16:24:01.240844,109,Panne_Mecanique sur M1-2,OP14,True
6936,L1,M1-1,Maintenance_Preventive,2025-02-13 18:55:01.240844,2025-02-13 21:30:01.240844,155,Maintenance_Preventive sur M1-1,OP1,True
6937,L1,M1-1,Attente_Operateur,2025-02-13 08:40:01.240844,2025-02-13 08:45:01.240844,5,Attente_Operateur sur M1-1,OP6,True
6938,L1,M1-1,Probleme_Qualite,2025-02-13 15:58:01.240844,2025-02-13 16:52:01.240844,54,Probleme_Qualite sur M1-1,OP7,True
6939,L1,M1-3,Attente_Materiel,2025-02-13 11:14:01.240844,2025-02-13 11:39:01.240844,25,Attente_Materiel sur M1-3,OP6,True
6940,L1,M1-1,Attente_Materiel,2025-02-13 18:19:01.240844,2025-02-13 19:18:01.240844,59,Attente_Materiel sur M1-1,OP1,True
6941,L1,M1-3,Bourrage,2025-02-13 10:47:01.240844,2025-02-13 10:54:01.240844,7,Bourrage sur M1-3,OP9,True
6942,L2,M2-1,Probleme_Qualite,2025-02-13 17:05:01.240844,2025-02-13 18:16:01.240844,71,Probleme_Qualite sur M2-1,OP8,True
6943,L2,M2-4,Panne_Electrique,2025-02-13 12:14:01.240844,2025-02-13 13:09:01.240844,55,Panne_Electrique sur M2-4,OP4,True
6944,L2,M2-1,Panne_Electrique,2025-02-13 04:49:01.240844,2025-02-13 05:26:01.240844,37,Panne_Electrique sur M2-1,OP1,True
6945,L2,M2-1,Changement_Format,2025-02-13 12:16:01.240844,2025-02-13 13:54:01.240844,98,Changement_Format sur M2-1,OP1,True
6946,L3,M3-2,Nettoyage,2025-02-13 17:00:01.240844,2025-02-13 17:33:01.240844,33,Nettoyage sur M3-2,OP10,True
6947,L3,M3-1,Maintenance_Preventive,2025-02-13 12:26:01.240844,2025-02-13 14:39:01.240844,133,Maintenance_Preventive sur M3-1,OP13,True
6948,L3,M3-1,Attente_Materiel,2025-02-13 17:28:01.240844,2025-02-13 18:24:01.240844,56,Attente_Materiel sur M3-1,OP4,True
6949,L3,M3-2,Attente_Materiel,2025-02-13 10:43:01.240844,2025-02-13 11:01:01.240844,18,Attente_Materiel sur M3-2,OP8,True
6950,L3,M3-2,Attente_Materiel,2025-02-13 16:02:01.240844,2025-02-13 16:45:01.240844,43,Attente_Materiel sur M3-2,OP1,True
6951,L3,M3-1,Changement_Format,2025-02-13 17:12:01.240844,2025-02-13 17:58:01.240844,46,Changement_Format sur M3-1,OP3,True
6952,L3,M3-1,Reglage,2025-02-13 13:29:01.240844,2025-02-13 13:50:01.240844,21,Reglage sur M3-1,OP14,True
6953,L3,M3-1,Bourrage,2025-02-13 17:42:01.240844,2025-02-13 17:48:01.240844,6,Bourrage sur M3-1,OP6,True
6954,L3,M3-1,Attente_Operateur,2025-02-13 09:33:01.240844,2025-02-13 09:43:01.240844,10,Attente_Operateur sur M3-1,OP13,True
6955,L3,M3-2,Attente_Operateur,2025-02-13 15:48:01.240844,2025-02-13 16:13:01.240844,25,Attente_Operateur sur M3-2,OP10,True
6956,L3,M3-2,Probleme_Qualite,2025-02-13 16:33:01.240844,2025-02-13 17:17:01.240844,44,Probleme_Qualite sur M3-2,OP3,True
6957,L3,M3-1,Reglage,2025-02-13 13:20:01.240844,2025-02-13 13:40:01.240844,20,Reglage sur M3-1,OP11,True
6958,L1,M1-3,Changement_Format,2025-02-14 19:20:01.240844,2025-02-14 20:02:01.240844,42,Changement_Format sur M1-3,OP11,True
6959,L1,M1-2,Panne_Electrique,2025-02-14 10:23:01.240844,2025-02-14 10:46:01.240844,23,Panne_Electrique sur M1-2,OP7,True
6960,L1,M1-1,Panne_Mecanique,2025-02-14 04:32:01.240844,2025-02-14 05:51:01.240844,79,Panne_Mecanique sur M1-1,OP10,True
6961,L2,M2-1,Reglage,2025-02-14 04:31:01.240844,2025-02-14 04:51:01.240844,20,Reglage sur M2-1,OP13,True
6962,L2,M2-3,Panne_Electrique,2025-02-14 14:27:01.240844,2025-02-14 14:56:01.240844,29,Panne_Electrique sur M2-3,OP6,True
6963,L2,M2-2,Attente_Operateur,2025-02-14 15:03:01.240844,2025-02-14 15:13:01.240844,10,Attente_Operateur sur M2-2,OP7,True
6964,L2,M2-3,Panne_Mecanique,2025-02-14 12:47:01.240844,2025-02-14 14:19:01.240844,92,Panne_Mecanique sur M2-3,OP5,True
6965,L2,M2-2,Panne_Mecanique,2025-02-14 15:46:01.240844,2025-02-14 18:11:01.240844,145,Panne_Mecanique sur M2-2,OP14,True
6966,L2,M2-2,Changement_Format,2025-02-14 06:30:01.240844,2025-02-14 07:02:01.240844,32,Changement_Format sur M2-2,OP4,True
6967,L2,M2-3,Attente_Operateur,2025-02-14 13:26:01.240844,2025-02-14 13:47:01.240844,21,Attente_Operateur sur M2-3,OP11,True
6968,L2,M2-1,Maintenance_Preventive,2025-02-14 05:03:01.240844,2025-02-14 08:53:01.240844,230,Maintenance_Preventive sur M2-1,OP7,True
6969,L2,M2-3,Probleme_Qualite,2025-02-14 10:14:01.240844,2025-02-14 10:59:01.240844,45,Probleme_Qualite sur M2-3,OP3,True
6970,L3,M3-2,Nettoyage,2025-02-14 15:03:01.240844,2025-02-14 15:43:01.240844,40,Nettoyage sur M3-2,OP5,True
6971,L3,M3-2,Reglage,2025-02-14 13:20:01.240844,2025-02-14 13:38:01.240844,18,Reglage sur M3-2,OP4,True
6972,L3,M3-1,Attente_Materiel,2025-02-14 11:04:01.240844,2025-02-14 11:26:01.240844,22,Attente_Materiel sur M3-1,OP2,True
6973,L3,M3-1,Maintenance_Preventive,2025-02-14 10:27:01.240844,2025-02-14 13:09:01.240844,162,Maintenance_Preventive sur M3-1,OP2,True
6974,L3,M3-2,Attente_Materiel,2025-02-14 19:52:01.240844,2025-02-14 20:10:01.240844,18,Attente_Materiel sur M3-2,OP13,True
6975,L3,M3-1,Maintenance_Preventive,2025-02-14 11:09:01.240844,2025-02-14 14:24:01.240844,195,Maintenance_Preventive sur M3-1,OP3,True
6976,L3,M3-1,Panne_Mecanique,2025-02-14 18:02:01.240844,2025-02-14 18:50:01.240844,48,Panne_Mecanique sur M3-1,OP13,True
6977,L1,M1-2,Attente_Operateur,2025-02-15 07:46:01.240844,2025-02-15 07:55:01.240844,9,Attente_Operateur sur M1-2,OP7,True
6978,L1,M1-1,Probleme_Qualite,2025-02-15 13:44:01.240844,2025-02-15 15:31:01.240844,107,Probleme_Qualite sur M1-1,OP5,True
6979,L1,M1-1,Reglage,2025-02-15 05:57:01.240844,2025-02-15 06:20:01.240844,23,Reglage sur M1-1,OP10,True
6980,L1,M1-1,Bourrage,2025-02-15 13:24:01.240844,2025-02-15 13:33:01.240844,9,Bourrage sur M1-1,OP11,True
6981,L1,M1-3,Changement_Format,2025-02-15 16:37:01.240844,2025-02-15 17:57:01.240844,80,Changement_Format sur M1-3,OP1,True
6982,L1,M1-1,Reglage,2025-02-15 08:32:01.240844,2025-02-15 08:53:01.240844,21,Reglage sur M1-1,OP11,True
6983,L1,M1-3,Attente_Materiel,2025-02-15 06:16:01.240844,2025-02-15 07:10:01.240844,54,Attente_Materiel sur M1-3,OP3,True
6984,L2,M2-2,Attente_Materiel,2025-02-15 12:33:01.240844,2025-02-15 13:22:01.240844,49,Attente_Materiel sur M2-2,OP2,True
6985,L2,M2-2,Nettoyage,2025-02-15 10:46:01.240844,2025-02-15 11:26:01.240844,40,Nettoyage sur M2-2,OP10,True
6986,L2,M2-4,Attente_Operateur,2025-02-15 17:05:01.240844,2025-02-15 17:22:01.240844,17,Attente_Operateur sur M2-4,OP6,True
6987,L2,M2-1,Nettoyage,2025-02-15 07:32:01.240844,2025-02-15 07:47:01.240844,15,Nettoyage sur M2-1,OP3,True
6988,L2,M2-1,Panne_Electrique,2025-02-15 20:07:01.240844,2025-02-15 20:19:01.240844,12,Panne_Electrique sur M2-1,OP6,True
6989,L2,M2-3,Probleme_Qualite,2025-02-15 14:31:01.240844,2025-02-15 16:03:01.240844,92,Probleme_Qualite sur M2-3,OP3,True
6990,L2,M2-4,Bourrage,2025-02-15 10:41:01.240844,2025-02-15 11:03:01.240844,22,Bourrage sur M2-4,OP7,True
6991,L2,M2-3,Nettoyage,2025-02-15 12:36:01.240844,2025-02-15 12:51:01.240844,15,Nettoyage sur M2-3,OP12,True
6992,L2,M2-1,Bourrage,2025-02-15 08:25:01.240844,2025-02-15 08:30:01.240844,5,Bourrage sur M2-1,OP8,True
6993,L2,M2-2,Panne_Electrique,2025-02-15 13:02:01.240844,2025-02-15 13:32:01.240844,30,Panne_Electrique sur M2-2,OP6,True
6994,L2,M2-3,Attente_Materiel,2025-02-15 14:36:01.240844,2025-02-15 15:32:01.240844,56,Attente_Materiel sur M2-3,OP8,True
6995,L3,M3-1,Attente_Materiel,2025-02-15 10:02:01.240844,2025-02-15 10:44:01.240844,42,Attente_Materiel sur M3-1,OP7,True
6996,L3,M3-1,Probleme_Qualite,2025-02-15 09:10:01.240844,2025-02-15 10:37:01.240844,87,Probleme_Qualite sur M3-1,OP9,True
6997,L3,M3-2,Attente_Materiel,2025-02-15 17:54:01.240844,2025-02-15 18:49:01.240844,55,Attente_Materiel sur M3-2,OP12,True
6998,L3,M3-1,Attente_Operateur,2025-02-15 19:21:01.240844,2025-02-15 19:28:01.240844,7,Attente_Operateur sur M3-1,OP8,True
6999,L3,M3-2,Changement_Format,2025-02-15 13:17:01.240844,2025-02-15 15:03:01.240844,106,Changement_Format sur M3-2,OP8,True
7000,L3,M3-2,Changement_Format,2025-02-15 08:29:01.240844,2025-02-15 09:58:01.240844,89,Changement_Format sur M3-2,OP9,True
7001,L3,M3-1,Panne_Mecanique,2025-02-15 08:06:01.240844,2025-02-15 09:28:01.240844,82,Panne_Mecanique sur M3-1,OP9,True
7002,L3,M3-1,Nettoyage,2025-02-15 04:26:01.240844,2025-02-15 04:44:01.240844,18,Nettoyage sur M3-1,OP7,True
7003,L3,M3-1,Reglage,2025-02-15 14:58:01.240844,2025-02-15 15:07:01.240844,9,Reglage sur M3-1,OP9,True
7004,L3,M3-1,Bourrage,2025-02-15 05:13:01.240844,2025-02-15 05:34:01.240844,21,Bourrage sur M3-1,OP2,True
7005,L3,M3-1,Panne_Mecanique,2025-02-15 14:51:01.240844,2025-02-15 17:47:01.240844,176,Panne_Mecanique sur M3-1,OP10,True
7006,L3,M3-2,Reglage,2025-02-15 05:13:01.240844,2025-02-15 05:25:01.240844,12,Reglage sur M3-2,OP2,True
7007,L3,M3-2,Attente_Operateur,2025-02-15 08:16:01.240844,2025-02-15 08:23:01.240844,7,Attente_Operateur sur M3-2,OP14,True
7008,L3,M3-2,Attente_Materiel,2025-02-15 19:16:01.240844,2025-02-15 19:34:01.240844,18,Attente_Materiel sur M3-2,OP3,True
7009,L3,M3-2,Attente_Materiel,2025-02-15 17:58:01.240844,2025-02-15 18:19:01.240844,21,Attente_Materiel sur M3-2,OP3,True
7010,L3,M3-1,Maintenance_Preventive,2025-02-15 08:25:01.240844,2025-02-15 09:40:01.240844,75,Maintenance_Preventive sur M3-1,OP13,True
7011,L3,M3-1,Probleme_Qualite,2025-02-15 07:38:01.240844,2025-02-15 08:41:01.240844,63,Probleme_Qualite sur M3-1,OP7,True
7012,L1,M1-2,Probleme_Qualite,2025-02-18 14:09:01.240844,2025-02-18 14:35:01.240844,26,Probleme_Qualite sur M1-2,OP5,True
7013,L1,M1-2,Reglage,2025-02-18 16:05:01.240844,2025-02-18 16:26:01.240844,21,Reglage sur M1-2,OP5,True
7014,L1,M1-2,Attente_Materiel,2025-02-18 13:22:01.240844,2025-02-18 14:14:01.240844,52,Attente_Materiel sur M1-2,OP3,True
7015,L1,M1-3,Maintenance_Preventive,2025-02-18 09:45:01.240844,2025-02-18 13:14:01.240844,209,Maintenance_Preventive sur M1-3,OP6,True
7016,L1,M1-3,Reglage,2025-02-18 20:07:01.240844,2025-02-18 20:15:01.240844,8,Reglage sur M1-3,OP7,True
7017,L1,M1-3,Panne_Electrique,2025-02-18 15:31:01.240844,2025-02-18 16:23:01.240844,52,Panne_Electrique sur M1-3,OP5,True
7018,L1,M1-3,Attente_Operateur,2025-02-18 10:26:01.240844,2025-02-18 10:38:01.240844,12,Attente_Operateur sur M1-3,OP7,True
7019,L1,M1-2,Panne_Mecanique,2025-02-18 09:21:01.240844,2025-02-18 11:18:01.240844,117,Panne_Mecanique sur M1-2,OP11,True
7020,L1,M1-1,Attente_Operateur,2025-02-18 09:18:01.240844,2025-02-18 09:25:01.240844,7,Attente_Operateur sur M1-1,OP13,True
7021,L1,M1-2,Panne_Electrique,2025-02-18 13:20:01.240844,2025-02-18 14:49:01.240844,89,Panne_Electrique sur M1-2,OP3,True
7022,L2,M2-1,Attente_Materiel,2025-02-18 13:15:01.240844,2025-02-18 13:44:01.240844,29,Attente_Materiel sur M2-1,OP8,True
7023,L2,M2-2,Reglage,2025-02-18 17:04:01.240844,2025-02-18 17:22:01.240844,18,Reglage sur M2-2,OP4,True
7024,L2,M2-1,Maintenance_Preventive,2025-02-18 10:21:01.240844,2025-02-18 13:29:01.240844,188,Maintenance_Preventive sur M2-1,OP4,True
7025,L2,M2-4,Panne_Electrique,2025-02-18 04:27:01.240844,2025-02-18 05:52:01.240844,85,Panne_Electrique sur M2-4,OP7,True
7026,L2,M2-2,Reglage,2025-02-18 10:00:01.240844,2025-02-18 10:05:01.240844,5,Reglage sur M2-2,OP3,True
7027,L2,M2-1,Attente_Materiel,2025-02-18 06:31:01.240844,2025-02-18 06:55:01.240844,24,Attente_Materiel sur M2-1,OP2,True
7028,L2,M2-4,Panne_Electrique,2025-02-18 10:34:01.240844,2025-02-18 12:03:01.240844,89,Panne_Electrique sur M2-4,OP12,True
7029,L2,M2-1,Bourrage,2025-02-18 15:50:01.240844,2025-02-18 16:10:01.240844,20,Bourrage sur M2-1,OP3,True
7030,L3,M3-2,Maintenance_Preventive,2025-02-18 18:42:01.240844,2025-02-18 19:58:01.240844,76,Maintenance_Preventive sur M3-2,OP5,True
7031,L3,M3-1,Changement_Format,2025-02-18 19:13:01.240844,2025-02-18 20:09:01.240844,56,Changement_Format sur M3-1,OP11,True
7032,L3,M3-2,Changement_Format,2025-02-18 07:21:01.240844,2025-02-18 08:13:01.240844,52,Changement_Format sur M3-2,OP7,True
7033,L3,M3-2,Bourrage,2025-02-18 13:50:01.240844,2025-02-18 14:12:01.240844,22,Bourrage sur M3-2,OP9,True
7034,L3,M3-2,Attente_Materiel,2025-02-18 16:31:01.240844,2025-02-18 17:13:01.240844,42,Attente_Materiel sur M3-2,OP4,True
7035,L3,M3-2,Panne_Electrique,2025-02-18 07:51:01.240844,2025-02-18 08:13:01.240844,22,Panne_Electrique sur M3-2,OP7,True
7036,L3,M3-1,Bourrage,2025-02-18 10:24:01.240844,2025-02-18 10:39:01.240844,15,Bourrage sur M3-1,OP1,True
7037,L3,M3-1,Changement_Format,2025-02-18 20:01:01.240844,2025-02-18 21:39:01.240844,98,Changement_Format sur M3-1,OP2,True
7038,L3,M3-2,Bourrage,2025-02-18 20:13:01.240844,2025-02-18 20:30:01.240844,17,Bourrage sur M3-2,OP2,True
7039,L1,M1-2,Reglage,2025-02-19 15:28:01.240844,2025-02-19 15:56:01.240844,28,Reglage sur M1-2,OP13,True
7040,L1,M1-2,Panne_Electrique,2025-02-19 04:25:01.240844,2025-02-19 05:24:01.240844,59,Panne_Electrique sur M1-2,OP5,True
7041,L1,M1-3,Panne_Mecanique,2025-02-19 09:28:01.240844,2025-02-19 10:33:01.240844,65,Panne_Mecanique sur M1-3,OP7,True
7042,L1,M1-3,Nettoyage,2025-02-19 18:02:01.240844,2025-02-19 18:43:01.240844,41,Nettoyage sur M1-3,OP9,True
7043,L1,M1-2,Attente_Materiel,2025-02-19 10:17:01.240844,2025-02-19 11:12:01.240844,55,Attente_Materiel sur M1-2,OP7,True
7044,L2,M2-3,Bourrage,2025-02-19 18:27:01.240844,2025-02-19 18:42:01.240844,15,Bourrage sur M2-3,OP13,True
7045,L2,M2-2,Panne_Mecanique,2025-02-19 11:38:01.240844,2025-02-19 13:12:01.240844,94,Panne_Mecanique sur M2-2,OP7,True
7046,L2,M2-4,Attente_Operateur,2025-02-19 18:04:01.240844,2025-02-19 18:31:01.240844,27,Attente_Operateur sur M2-4,OP1,True
7047,L2,M2-4,Changement_Format,2025-02-19 10:53:01.240844,2025-02-19 11:58:01.240844,65,Changement_Format sur M2-4,OP4,True
7048,L2,M2-3,Attente_Materiel,2025-02-19 07:24:01.240844,2025-02-19 07:58:01.240844,34,Attente_Materiel sur M2-3,OP9,True
7049,L2,M2-2,Changement_Format,2025-02-19 11:50:01.240844,2025-02-19 13:18:01.240844,88,Changement_Format sur M2-2,OP6,True
7050,L2,M2-1,Panne_Electrique,2025-02-19 11:25:01.240844,2025-02-19 12:02:01.240844,37,Panne_Electrique sur M2-1,OP12,True
7051,L2,M2-3,Reglage,2025-02-19 18:05:01.240844,2025-02-19 18:15:01.240844,10,Reglage sur M2-3,OP8,True
7052,L2,M2-4,Probleme_Qualite,2025-02-19 20:04:01.240844,2025-02-19 20:29:01.240844,25,Probleme_Qualite sur M2-4,OP9,True
7053,L2,M2-4,Changement_Format,2025-02-19 09:45:01.240844,2025-02-19 10:31:01.240844,46,Changement_Format sur M2-4,OP3,True
7054,L2,M2-2,Maintenance_Preventive,2025-02-19 12:24:01.240844,2025-02-19 15:00:01.240844,156,Maintenance_Preventive sur M2-2,OP8,True
7055,L3,M3-1,Panne_Mecanique,2025-02-19 11:42:01.240844,2025-02-19 13:00:01.240844,78,Panne_Mecanique sur M3-1,OP12,True
7056,L3,M3-2,Bourrage,2025-02-19 05:33:01.240844,2025-02-19 05:56:01.240844,23,Bourrage sur M3-2,OP14,True
7057,L3,M3-1,Attente_Materiel,2025-02-19 15:21:01.240844,2025-02-19 16:17:01.240844,56,Attente_Materiel sur M3-1,OP14,True
7058,L3,M3-1,Nettoyage,2025-02-19 08:41:01.240844,2025-02-19 09:02:01.240844,21,Nettoyage sur M3-1,OP2,True
7059,L3,M3-1,Probleme_Qualite,2025-02-19 12:54:01.240844,2025-02-19 14:02:01.240844,68,Probleme_Qualite sur M3-1,OP3,True
7060,L3,M3-1,Maintenance_Preventive,2025-02-19 18:08:01.240844,2025-02-19 20:52:01.240844,164,Maintenance_Preventive sur M3-1,OP6,True
7061,L3,M3-1,Nettoyage,2025-02-19 16:57:01.240844,2025-02-19 17:16:01.240844,19,Nettoyage sur M3-1,OP10,True
7062,L3,M3-2,Attente_Operateur,2025-02-19 15:41:01.240844,2025-02-19 16:02:01.240844,21,Attente_Operateur sur M3-2,OP7,True
7063,L1,M1-1,Changement_Format,2025-02-20 10:01:01.240844,2025-02-20 11:46:01.240844,105,Changement_Format sur M1-1,OP12,True
7064,L1,M1-1,Attente_Operateur,2025-02-20 16:16:01.240844,2025-02-20 16:27:01.240844,11,Attente_Operateur sur M1-1,OP3,True
7065,L1,M1-1,Bourrage,2025-02-20 06:48:01.240844,2025-02-20 07:03:01.240844,15,Bourrage sur M1-1,OP6,True
7066,L1,M1-2,Reglage,2025-02-20 18:48:01.240844,2025-02-20 19:16:01.240844,28,Reglage sur M1-2,OP3,True
7067,L1,M1-3,Attente_Materiel,2025-02-20 16:42:01.240844,2025-02-20 17:37:01.240844,55,Attente_Materiel sur M1-3,OP5,True
7068,L1,M1-2,Panne_Mecanique,2025-02-20 17:23:01.240844,2025-02-20 18:41:01.240844,78,Panne_Mecanique sur M1-2,OP3,True
7069,L1,M1-3,Panne_Electrique,2025-02-20 09:33:01.240844,2025-02-20 10:38:01.240844,65,Panne_Electrique sur M1-3,OP11,True
7070,L1,M1-3,Maintenance_Preventive,2025-02-20 07:32:01.240844,2025-02-20 10:51:01.240844,199,Maintenance_Preventive sur M1-3,OP13,True
7071,L2,M2-4,Changement_Format,2025-02-20 15:45:01.240844,2025-02-20 16:20:01.240844,35,Changement_Format sur M2-4,OP10,True
7072,L2,M2-2,Attente_Operateur,2025-02-20 14:53:01.240844,2025-02-20 14:58:01.240844,5,Attente_Operateur sur M2-2,OP1,True
7073,L2,M2-2,Attente_Materiel,2025-02-20 17:26:01.240844,2025-02-20 18:18:01.240844,52,Attente_Materiel sur M2-2,OP3,True
7074,L2,M2-1,Attente_Materiel,2025-02-20 04:42:01.240844,2025-02-20 04:58:01.240844,16,Attente_Materiel sur M2-1,OP7,True
7075,L2,M2-2,Changement_Format,2025-02-20 16:35:01.240844,2025-02-20 17:48:01.240844,73,Changement_Format sur M2-2,OP8,True
7076,L2,M2-1,Panne_Electrique,2025-02-20 16:03:01.240844,2025-02-20 16:33:01.240844,30,Panne_Electrique sur M2-1,OP4,True
7077,L2,M2-4,Changement_Format,2025-02-20 15:31:01.240844,2025-02-20 17:14:01.240844,103,Changement_Format sur M2-4,OP14,True
7078,L2,M2-4,Probleme_Qualite,2025-02-20 05:40:01.240844,2025-02-20 06:30:01.240844,50,Probleme_Qualite sur M2-4,OP7,True
7079,L2,M2-2,Reglage,2025-02-20 10:46:01.240844,2025-02-20 10:55:01.240844,9,Reglage sur M2-2,OP13,True
7080,L2,M2-4,Attente_Materiel,2025-02-20 12:07:01.240844,2025-02-20 12:58:01.240844,51,Attente_Materiel sur M2-4,OP6,True
7081,L2,M2-2,Panne_Mecanique,2025-02-20 19:37:01.240844,2025-02-20 21:34:01.240844,117,Panne_Mecanique sur M2-2,OP1,True
7082,L3,M3-2,Panne_Electrique,2025-02-20 08:10:01.240844,2025-02-20 08:29:01.240844,19,Panne_Electrique sur M3-2,OP4,True
7083,L3,M3-1,Panne_Electrique,2025-02-20 14:22:01.240844,2025-02-20 15:36:01.240844,74,Panne_Electrique sur M3-1,OP7,True
7084,L3,M3-2,Attente_Operateur,2025-02-20 04:26:01.240844,2025-02-20 04:48:01.240844,22,Attente_Operateur sur M3-2,OP14,True
7085,L3,M3-2,Bourrage,2025-02-20 05:08:01.240844,2025-02-20 05:24:01.240844,16,Bourrage sur M3-2,OP2,True
7086,L3,M3-2,Nettoyage,2025-02-20 07:26:01.240844,2025-02-20 07:46:01.240844,20,Nettoyage sur M3-2,OP2,True
7087,L3,M3-1,Attente_Operateur,2025-02-20 10:09:01.240844,2025-02-20 10:25:01.240844,16,Attente_Operateur sur M3-1,OP9,True
7088,L3,M3-2,Changement_Format,2025-02-20 11:32:01.240844,2025-02-20 12:22:01.240844,50,Changement_Format sur M3-2,OP1,True
7089,L3,M3-2,Reglage,2025-02-20 10:48:01.240844,2025-02-20 11:09:01.240844,21,Reglage sur M3-2,OP1,True
7090,L3,M3-1,Nettoyage,2025-02-20 07:33:01.240844,2025-02-20 08:16:01.240844,43,Nettoyage sur M3-1,OP12,True
7091,L3,M3-2,Attente_Materiel,2025-02-20 05:49:01.240844,2025-02-20 06:02:01.240844,13,Attente_Materiel sur M3-2,OP4,True
7092,L3,M3-1,Reglage,2025-02-20 08:11:01.240844,2025-02-20 08:36:01.240844,25,Reglage sur M3-1,OP9,True
7093,L1,M1-1,Panne_Mecanique,2025-02-21 13:44:01.240844,2025-02-21 15:01:01.240844,77,Panne_Mecanique sur M1-1,OP4,True
7094,L1,M1-2,Nettoyage,2025-02-21 10:00:01.240844,2025-02-21 10:17:01.240844,17,Nettoyage sur M1-2,OP4,True
